,mean_median_freq,max_median_freq,median_freq_list,id
147,89.00360975281677,102.40963855421685,"[94.20289855072463, 84.88372093023256, 102.40963855421685, 76.77725118483413, 89.95215311004786, 85.79599618684462]",147
148,99.77740715648797,108.91089108910892,"[85.79088471849866, 96.6183574879227, 103.48706411698538, 92.67563527653213, 104.27135678391959, 104.27528675703857, 108.91089108910892, 102.1897810218978]",148
149,53.8314979708142,61.63021868787276,"[52.04460966542751, 61.63021868787276, 53.34728033472803, 60.96528365791702, 41.17009750812568]",149
150,57.9805635739528,68.43575418994413,"[68.43575418994413, 60.459492140266015, 56.52173913043478, 58.3756345177665, 50.94905094905094, 50.785973397823454, 60.33630069238377]",150
151,90.8761146946826,96.40522875816993,"[79.01554404145077, 90.9090909090909, 96.40522875816993, 89.91228070175437, 94.6372239747634, 92.65734265734265, 96.40102827763496, 85.28784648187633, 92.65944645006016]",151
152,72.92096164153412,84.60161145926588,"[78.00586510263929, 84.60161145926588, 81.86046511627907, 84.34959349593497, 57.14285714285714, 51.56537753222836]",152
153,69.66355861592038,76.4904386951631,"[75.93307593307594, 76.4904386951631, 71.21661721068249, 51.53617443012884, 73.14148681055157]",153
154,98.29015716959299,107.45233968804159,"[92.08103130755065, 98.54423292273236, 94.14225941422593, 98.63013698630138, 98.8909426987061, 107.45233968804159]",154
155,93.81955632221708,101.42630744849446,"[87.71929824561404, 87.43169398907104, 100.6006006006006, 94.58297506448838, 91.156462585034, 101.42630744849446]",155
156,72.38638142265975,81.28342245989303,"[53.27868852459016, 81.28342245989303, 76.64497469269703, 73.73737373737374, 76.98744769874477]",156
157,54.864431498573026,69.34812760055479,"[69.34812760055479, 58.65102639296187, 52.15419501133787, 50.94905094905094, 52.6893523600439, 50.32258064516129, 51.65562913907285, 50.94905094905094, 50.84745762711864, 61.07784431137725]",157
158,81.35607509148099,91.69550173010381,"[72.75426874536006, 73.71349095966622, 79.95296884185773, 88.14102564102565, 81.87919463087249, 91.69550173010381]",158
159,89.65693810070115,94.8905109489051,"[94.8905109489051, 88.79023307436182, 86.05341246290801, 93.18766066838046, 83.48134991119005, 91.53846153846153]",159
